356.4456215,385.3772423
346.3103751,351.6553793
351.7370737,351.2420656
341.7588795,367.9720034
359.4452921,378.3910141
345.4536849,374.6652602
356.1120893,346.2535056
348.0478958,373.7710798
357.9055134,367.9990599
358.3002564,360.6042913
553.1271145,370.0186701
553.470581,381.540171
538.002537,376.1814673
550.4260997,379.9503368
529.1118296,348.1043099
531.2263562,378.80676
523.0933833,374.4288937
543.1936708,376.062055
558.8020713,374.1381453
531.9494419,353.8134949
548.3716085,359.4909985
533.107578,345.4173661
545.3239711,364.4279662
539.4889641,347.3032892
544.1785807,378.2053165
549.8222913,355.0871695
522.6792078,360.4634764
545.1281317,357.9639505
527.7482922,349.4457803
558.2825326,377.4801382
539.8927095,365.4740038
522.8065511,366.1864602
522.9264558,356.3461275
555.4272103,352.8129957
523.3381115,355.3184029
510.4551697,172.0037486
477.0463037,145.9050159
436.5095563,155.2636146
429.3054576,161.9134492
432.5635506,156.4634888
495.025023,170.7443946
436.9286328,175.6291611
421.3500674,174.9279934
550.073371,206.9613641
477.2596054,149.0875246
419.1369111,174.0631575
464.3415871,156.3526678
369.01,197.1316787
480.2244366,163.4441457
394.3034773,174.7860863
458.9175635,165.0235351
454.5650495,155.3383383
445.709846,169.0391992
430.6496683,153.0423677
442.6237838,154.7933935
530.6671134,198.9472814
353.0005405,203.2479945
502.1646182,184.6330408
416.5678688,176.9036521
429.9537616,181.8137038
399.7243482,179.5548097
526.1142177,195.2486169
505.9156296,168.8766845
455.9748542,176.3920937
459.7845221,153.1709822
405.0283188,158.3831701
406.0724986,158.5134494
428.9323282,173.8293232
508.9598291,185.5938068
392.8882838,183.7628375
485.2674801,186.0185099
507.1250866,165.1945736
480.5368763,184.9625149
462.9687855,155.4852211
430.1901908,176.0219342
397.3228979,175.7295782
477.9753225,184.6428668
447.129079,150.7573122
476.254493,173.1014473
482.2759777,166.7844812
370.6615667,183.0948075
452.6853515,172.6978903
391.3821767,179.16282
359.9512258,202.0236941
428.9049629,179.6761914
370.7763764,183.0928751
499.0667899,157.0638155
404.649148,184.2538839
423.5206879,181.6594215
462.0728609,173.9807951
462.6748393,170.6474521
482.835953,181.6792148
467.8607025,183.7156713
400.1584574,160.1475973
452.643927,174.8813979
351.0758751,208.0103092
